label	dish	category	closest_site_recipe	site_id	reason	video_count	main_video
new	كرسبي تشيكن رولز	وجبات سريعة			كرسبي تشيكن رولز	1	https://www.youtube.com/watch?v=Qv-O2GXeVHc
new	كرسبي شاورما رول	وجبات سريعة			رول شاورما مقرمش	1	https://www.youtube.com/watch?v=LRMI6ErawpI
new	كريب فيتوتشيني	وجبات سريعة			كريب فيتوتشيني	1	https://www.youtube.com/watch?v=SyGMuycwgP8
new	وجبات سريعة	وجبات سريعة			تصبيرات سريعة غير مسمّاة؛ تحتاج مراجعة	1	https://www.youtube.com/watch?v=Qnx3cmmHRWw
variant	آيس كريم أوريو	آيس كريم	آيس كريم الفانيليا	des-43	آيس كريم بالأوريو	2	https://www.youtube.com/watch?v=7WRohReQzYg
variant	آيس كريم التين الشوكي	آيس كريم	آيس كريم الخوخ	des-49	آيس كريم فاكهة بالتين الشوكي	1	https://www.youtube.com/watch?v=ShtqwXUOeBg
variant	آيس كريم العجمية	آيس كريم	آيس كريم الفانيليا	des-43	آيس كريم بالعجمية	1	https://www.youtube.com/watch?v=tjfCzwUDff4
variant	آيس كريم الكانتلوب	آيس كريم	آيس كريم الخوخ	des-49	آيس كريم فاكهة بالكانتلوب	1	https://www.youtube.com/watch?v=0r0fw2gimS8
variant	آيس كريم الكنافة	آيس كريم	آيس كريم الفانيليا	des-43	آيس كريم بالكنافة	1	https://www.youtube.com/watch?v=lYs19Oh3gCs
variant	آيس كريم اللوتس	آيس كريم	آيس كريم الفانيليا	des-43	آيس كريم باللوتس	1	https://www.youtube.com/watch?v=tjfCzwUDff4
variant	بان كيك الجبنة	أكلات شهية	البانكيك	des-03	بان كيك مالح بالجبن	1	https://www.youtube.com/watch?v=aPGGK5F9bBc
variant	تتبيلة	أكلات شهية	تتبيلة الزبادي	meat-42	تتبيلة للسمك المشوي	1	https://www.youtube.com/watch?v=NcdZ0d4MdFw
variant	تتبيلة للأسماك والطيور	أكلات شهية	تتبيلة الزبادي	meat-42	تتبيلة للأسماك والطيور	1	https://www.youtube.com/watch?v=wU8mbxG8LOI
variant	تورتيلا بالزبدة والتوم	أكلات شهية	خبز الثوم والجبن	add-222	خبز تورتيلا بالزبدة والثوم	1	https://www.youtube.com/watch?v=3wKDMcSqBhE
variant	جبنة فلاحي	أكلات شهية	الجبنة البيضاء البيتي بالليمون	add-073	جبنة فلاحي خفيفة الملح	1	https://www.youtube.com/watch?v=za1qk52mt64
variant	جبنة كريمي من الجبنة القريش	أكلات شهية	الجبن الكريمي البيتي للساندويتشات	add-081	جبنة كريمي من القريش	1	https://www.youtube.com/watch?v=T2VcRHrzwHY
variant	دقة الفلفل بالخل	أكلات شهية	سلطة الخل والثوم	salad-06	دقة فلفل بالخل	1	https://www.youtube.com/watch?v=hZBNHAYNZBA
variant	دقة الفلفل والكسبرة	أكلات شهية	Yemeni Zhug (Green Chili and Coriander Paste)	ec-483	دقة فلفل حار بالكزبرة تشبه الزحوق	1	https://www.youtube.com/watch?v=R5xjIcHCY6Y
variant	دقه	أكلات شهية	Dukkah Spice and Nut Dip (Du’’a)	ec-059	مجموعة تجمع طبقين مختلفين بنفس الاسم: دقة شطة ودقة السميط	2	https://www.youtube.com/watch?v=Sxe1P-6wrTs
variant	فاهيتا بالفتة	أكلات شهية	فاهيتا الدجاج	add-027	فاهيتا مقدمة على طبقة فتة	1	https://www.youtube.com/watch?v=CUl8XSRKuwg
variant	كريب الخضار	أكلات شهية	كريب الدجاج بالخضار	add-239	كريب بالخضار بدل الدجاج	1	https://www.youtube.com/watch?v=0ux25sERAp0
variant	كريمة الطهي البيتي	أكلات شهية	عمل الكريمة	bake-05	كريمة الطهي البيتي	1	https://www.youtube.com/watch?v=ZOEuS3VdvdQ
variant	مخلل بلدي	أكلات شهية	مخلل اللفت الوردي	add-065	مخلل بلدي مشكل	1	https://www.youtube.com/watch?v=uPPBH0CvOQ8
variant	مكرونة بالكفتة	أكلات شهية	المكرونة الشعبية بالصلصة واللحم المفروم	add-246	مكرونة بالصلصة وكرات الكفتة	1	https://www.youtube.com/watch?v=CW8dfg0L49I
variant	استربس السمك	بحريات	السمك المقلي (بالدقيق / بالبيض والبقسماط)	sea-01	سمك مقلي مقطع أصابع	1	https://www.youtube.com/watch?v=MhF82k76K9M
variant	ستربس سمك	بحريات	السمك المقلي (بالدقيق / بالبيض والبقسماط)	sea-01	أصابع سمك مقرمشة	1	https://www.youtube.com/watch?v=3FAme1M6M80
variant	طاجن ملوخية بالجمبري	بحريات	الملوخية بالسمك	osool-549	ملوخية بالجمبري بدل السمك	1	https://www.youtube.com/watch?v=BF9LUqu_WCE
variant	طاجن فول	بقوليات	الفول المدمس في الفرن وطرق تقديمه	osool-606	فول في طاجن بالفرن	1	https://www.youtube.com/watch?v=6yojUV77yEU
variant	فلافل الحمص السوري	بقوليات	الطعمية المصرية الأصلية (الفلافل)	leg-02	فلافل بالحمص على الطريقة السورية	1	https://www.youtube.com/watch?v=MYkPi8TzKqk
variant	فول بالتحبيشة	بقوليات	الفول المدمس بالتقلية	savory-06	فول بالتحبيشة	1	https://www.youtube.com/watch?v=AUx9Ty-XkOA
variant	فول بطعم الكباب	بقوليات	الفول المدمس بالتقلية	savory-06	فول بتتبيلة الكباب	1	https://www.youtube.com/watch?v=l0vkfPQaVd4
variant	فول توضيب	بقوليات	الفول المدمس بالتقلية	savory-06	توضيبات الفول	1	https://www.youtube.com/watch?v=Rvm3ckNPbJ0
variant	فول دقة	بقوليات	الفول المدمس بالتقلية	savory-06	فول بالدقة	1	https://www.youtube.com/watch?v=Rvm3ckNPbJ0
variant	فول معلقة	بقوليات	الفول المدمس بالتقلية	savory-06	توضيبة فول	1	https://www.youtube.com/watch?v=Rvm3ckNPbJ0
variant	بارات الطاقة	حلويات خفيفة	كرات الطاقة بالتمر والكاكاو والجوز	add-118	بارات طاقة مخبوزة بدل الكرات	1	https://www.youtube.com/watch?v=C5DqJz3djqk
variant	بسكويت الزبدة النواعم	حلويات خفيفة	البتي فور	des-81	بسكويت زبدة نواعم	1	https://www.youtube.com/watch?v=bia3kXXEmH0
variant	بسكويت السينابون	حلويات خفيفة	بسكويت القرفة	des-79	بسكويت بحشوة القرفة والسكر على طريقة السينابون	2	https://www.youtube.com/watch?v=Dh3J-MFoXhg
variant	بسكويت الشيكولاتة الحلزوني	حلويات خفيفة	البسكويت بقطع الشوكولاتة	add-143	بسكويت شيكولاتة ملفوف حلزوني	1	https://www.youtube.com/watch?v=OY24qV4iy_0
variant	بسكويت العجوة بدون فرن	حلويات خفيفة	بسكويت الفانيليا بالبلح	des-80	بسكويت بالعجوة بدون فرن	1	https://www.youtube.com/watch?v=e2uTTGrQI_8
variant	بسكويت العشر دقايق	حلويات خفيفة	البتي فور	des-81	بسكويت سريع بالزبدة	2	https://www.youtube.com/watch?v=u2bO2NPdi5k
variant	بسكويت العيد	حلويات خفيفة	البتي فور	des-81	بسكويت العيد	1	https://www.youtube.com/watch?v=TiLZHTTRjd0
variant	بسكويت العيد في الخلاط	حلويات خفيفة	البتي فور	des-81	بسكويت العيد يُعجن في الخلاط	1	https://www.youtube.com/watch?v=dpujkZSB0hc
variant	بسكويت النواعم بالزبدة	حلويات خفيفة	البتي فور	des-81	بسكويت زبدة نواعم	1	https://www.youtube.com/watch?v=livsw6DgKoc
variant	بسكويت بالشيكولاتة	حلويات خفيفة	البسكويت بقطع الشوكولاتة	add-143	بسكويت العيد بالشيكولاتة بدل قطع الشوكولاتة	1	https://www.youtube.com/watch?v=mejt_HGM2Ms
variant	بسكويت حادق بالدقيق الأسمر	حلويات خفيفة	القراقيش المالحة (كعك العيد المالح)	add-228	بسكويت مالح بالدقيق الأسمر	1	https://www.youtube.com/watch?v=5FSl1n38jzA
variant	بسكويت حبة البركة	حلويات خفيفة	القراقيش المالحة (كعك العيد المالح)	add-228	بسكويت بحبة البركة	1	https://www.youtube.com/watch?v=sqJIXpu8Gg0
variant	بسكويت حدوتة	حلويات خفيفة	القراقيش المالحة (كعك العيد المالح)	add-228	بسكويت بالسمسم وحبة البركة	1	https://www.youtube.com/watch?v=GXquLh_L3iA
variant	بسكويت سادة	حلويات خفيفة	البتي فور	des-81	بسكويت العيد السادة	1	https://www.youtube.com/watch?v=mejt_HGM2Ms
variant	حلى البسكويت بالجيلي والكريم كراميل	حلويات خفيفة	جيلي بالفواكه والبسكويت	des-19	حلى بالبسكويت والجيلي والكريم كراميل	1	https://www.youtube.com/watch?v=220K0GAOUsQ
variant	زبادي بالفواكه	حلويات خفيفة	الزبادي البيتي وزبادي الفراولة	add-015	زبادي بالفواكه	1	https://www.youtube.com/watch?v=hAa6Sb-6-PQ
variant	صوص التوفي	حلويات خفيفة	عمل صلصة الكراميل و الشيكولاتة	des-110	صوص التوفي	1	https://www.youtube.com/watch?v=dL5NqcTUMdY
variant	فشار بالكراميل	حلويات خفيفة	الفشار البيتي	add-237	فشار بالكراميل	1	https://www.youtube.com/watch?v=mMM8Yrlw_vk
variant	قراقيش	حلويات خفيفة	القراقيش المالحة (كعك العيد المالح)	add-228	قراقيش حلوة بدل المالحة	4	https://www.youtube.com/watch?v=8Kl5UVP1mjQ
variant	قراقيش بايتس	حلويات خفيفة	القراقيش المالحة (كعك العيد المالح)	add-228	قراقيش صغيرة (بايتس)	1	https://www.youtube.com/watch?v=WJ_rz75h93U
variant	كيك الحليب بالفراولة	حلويات خفيفة	كيكة التريليتشا التركية (الحليب الثلاثة)	add-142	كيك الحليب بالفراولة	1	https://www.youtube.com/watch?v=Qnxm4Zl5H0U
variant	مربى الجزر بالمشمش والبرتقال	حلويات خفيفة	مربى المشمش	add-133	مربى الجزر بالمشمش والبرتقال	1	https://www.youtube.com/watch?v=m-6vt3xHEKI
variant	نواعم بالقرفة والسكر	حلويات خفيفة	بسكويت القرفة	des-79	نواعم بالقرفة والسكر	1	https://www.youtube.com/watch?v=3WxBjszThWY
variant	بسبوسة بالمياه	حلويات شرقية	البسبوسة المصرية المرملة وعمل الشربات	des-01	بسبوسة بالمياه بدل الزبادي	1	https://www.youtube.com/watch?v=kAXkVxQ7lq8
variant	بسبوسة مكرملة	حلويات شرقية	البسبوسة المصرية المرملة وعمل الشربات	des-01	بسبوسة بالكراميل	1	https://www.youtube.com/watch?v=X07iGpsUeyk
variant	بسكويت العيد بالبرتقال والنشادر	حلويات شرقية	بسكويت النشادر بدون بيض	add-041	بسكويت النشادر بالبرتقال	1	https://www.youtube.com/watch?v=noHoMSZMoUg
variant	بسكويت محشي تمر بالزبادي	حلويات شرقية	المعمول بالتمر والسميد	add-050	بسكويت بالزبادي محشو بالتمر يشبه المعمول	1	https://www.youtube.com/watch?v=C19UUu_A6VI
variant	بقلاوة بالفستق الكداب	حلويات شرقية	البقلاوة	des-51	بقلاوة بحشوة تشبه الفستق	1	https://www.youtube.com/watch?v=7UUMIVD_9DI
variant	بقلاوة بالقشطة	حلويات شرقية	البقلاوة باللبن	des-52	بقلاوة محشوة بالقشطة	4	https://www.youtube.com/watch?v=PE8yGSut6tA
variant	بقلاوة بالكنافة	حلويات شرقية	البقلاوة	des-51	بقلاوة مع طبقة كنافة	1	https://www.youtube.com/watch?v=XohJdFtvXkQ
variant	بقلاوة تركية مبرومة بالفستق	حلويات شرقية	غزل البنات الحلبي (بقلاوة الفستق)	add-195	بقلاوة تركية مبرومة بالفستق	1	https://www.youtube.com/watch?v=B0rHePu9cnU
variant	بيتيفور بالسمنة	حلويات شرقية	البتي فور	des-81	بتي فور بالسمنة بدل الزبدة	1	https://www.youtube.com/watch?v=JPCu9JctLA4
variant	حشوة بقلاوة	حلويات شرقية	عمل حشوة اللوز	des-54	حشوة بقلاوة بالمكسرات	1	https://www.youtube.com/watch?v=mnEHopT1RAc
variant	رز بلبن بالكنافة	حلويات شرقية	الأرز باللبن	des-25	أرز باللبن مع الكنافة	1	https://www.youtube.com/watch?v=ciQ9xfYQRmY
variant	رز بلبن بجيلي المشمش	حلويات شرقية	الأرز باللبن	des-25	أرز باللبن مع طبقة جيلي المشمش	1	https://www.youtube.com/watch?v=T1aYDlVthpc
variant	رقاق بالقشطة	حلويات شرقية	الرقاقة الحلوة	des-12	رقاق حلو بالقشطة	1	https://www.youtube.com/watch?v=XJ34Y2Rx_OE
variant	صوابع جلاش بالقشطة	حلويات شرقية	Nut-Filled Gullash Fingers in Syrup (Asabi‘ Gullash)	ec-460	أصابع جلاش محشية بالقشطة بدل المكسرات	1	https://www.youtube.com/watch?v=uioWsHLwM4o
variant	طاجن البطاطا باللبن	حلويات شرقية	صينية البطاطا الحلوة	des-34	طاجن البطاطا باللبن والسكر	1	https://www.youtube.com/watch?v=s_CLXaXisN8
variant	قرع العسل بالمكسرات	حلويات شرقية	Baked Pumpkin with Raisins and Milk Cream (Saniyit ’Ar‘ ‘Asali)	ec-453	قرع العسل بالمكسرات	1	https://www.youtube.com/watch?v=eVmUJv1_Or8
variant	كحك اللوتس	حلويات شرقية	الكحك	des-71	كحك باللوتس	1	https://www.youtube.com/watch?v=0htT9oGZj_4
variant	كحك بالكريم شانتيه	حلويات شرقية	الكحك	des-71	كحك بالكريم شانتيه	1	https://www.youtube.com/watch?v=vP-egZQlkfg
variant	كنافة بالقشطة	حلويات شرقية	الكنافة	des-55	كنافة بالقشطة	1	https://www.youtube.com/watch?v=TE-patnSrAo
variant	كنافة بالكريم بروليه	حلويات شرقية	الكنافة	des-55	كنافة بالكريم بروليه	1	https://www.youtube.com/watch?v=VZAfs7x97sc
variant	كنافة نابلسية	حلويات شرقية	الكنافة بالجبن على النار	add-023	كنافة نابلسية بالجبن في الفرن	1	https://www.youtube.com/watch?v=tzjXNHoR-so
variant	كنافة نابلسية بالموتزاريلا	حلويات شرقية	الكنافة بالجبن على النار	add-023	كنافة نابلسية بالموتزاريلا	1	https://www.youtube.com/watch?v=TcElrH_N1sY
variant	كنافة نابلسية على الفحم	حلويات شرقية	الكنافة بالجبن على النار	add-023	كنافة نابلسية على الفحم	1	https://www.youtube.com/watch?v=U2hYvcoDW6g
variant	معمول بالكيس والماكينة	حلويات شرقية	المعمول بالتمر والسميد	add-050	معمول مشكل بالكيس والماكينة	1	https://www.youtube.com/watch?v=noHoMSZMoUg
variant	ملبن	حلويات شرقية	عمل حشوة الملبن	des-72	الملبن كحلوى مستقلة بأنواعه	2	https://www.youtube.com/watch?v=Q-PGUyDJOoI
variant	مهلبية بالجلاش	حلويات شرقية	المهلبية	des-17	مهلبية مع الجلاش المقرمش	1	https://www.youtube.com/watch?v=bpHt7T4VZfU
variant	ميني كحك	حلويات شرقية	الكحك	des-71	كحك صغير الحجم	1	https://www.youtube.com/watch?v=Gw9wjS0L9Ag
variant	إكلير	حلويات غربية	البروفترول	des-104	نفس عجينة الشو لكن بشكل الإكلير وحشوته	1	https://www.youtube.com/watch?v=AKZbmWGtWkU
variant	بودينج الشيكولاتة الدايت	حلويات غربية	المهلبية بالشيكولاته	des-18	بودنج شيكولاتة قليل السعرات	1	https://www.youtube.com/watch?v=vIPNK1QLObs
variant	تايجر كيك	حلويات غربية	الكيكة	des-83	كيكة رخامية (تايجر)	1	https://www.youtube.com/watch?v=NvvfycE6_rE
variant	تورتة الغرقانة	حلويات غربية	كيكة الشيكولاتة	des-89	كيكة شيكولاتة مغموسة بالصوص (الغرقانة)	1	https://www.youtube.com/watch?v=r3oAnEPlkbc
variant	تورتة بدون فرن	حلويات غربية	تورتة الكيكة الاسفنجية	des-98	تورتة كيك بدون فرن	1	https://www.youtube.com/watch?v=DV5m8bcanMU
variant	تورتة جيلي الأناناس	حلويات غربية	تورته الجيلي	des-103	تورتة جيلي بالأناناس	1	https://www.youtube.com/watch?v=NYl_nd3aEJk
variant	تورتة شيكولاتة ميرور	حلويات غربية	كيكة الشيكولاتة	des-89	كيكة شيكولاتة بتغطية لامعة (ميرور)	1	https://www.youtube.com/watch?v=6GaUnU-BDiE
variant	جاتوه	حلويات غربية	تورتة الكيكة الاسفنجية	des-98	جاتوه بالكيكة الإسفنجية والكريمة	1	https://www.youtube.com/watch?v=bfJxflduFC4
variant	جاتوه اقتصادي	حلويات غربية	تورتة الكيكة الاسفنجية	des-98	جاتوه اقتصادي	1	https://www.youtube.com/watch?v=Y50rNvIYHfU
variant	جاتوه بدون فرن	حلويات غربية	تورتة الكيكة الاسفنجية	des-98	جاتوه بدون فرن	1	https://www.youtube.com/watch?v=blGZSCT8N00
variant	جاتوه شوكولاتة	حلويات غربية	كيكة الشيكولاتة	des-89	جاتوه شيكولاتة	1	https://www.youtube.com/watch?v=GXruWNI5ZL8
variant	حلى البطاطا بالكريم كراميل	حلويات غربية	صينية البطاطا الحلوة بالكراميل	des-35	حلى البطاطا بالكريم كراميل	1	https://www.youtube.com/watch?v=GBLAMm5n-UI
variant	دانيت الكراميل	حلويات غربية	البودنج	des-20	بودنج كراميل على طريقة الدانيت	1	https://www.youtube.com/watch?v=LBY966Dar0M
variant	دوناتس مخبوزة	حلويات غربية	الدونات بالعجينة القطنية	add-010	دونات مخبوزة بدل المقلية	1	https://www.youtube.com/watch?v=fAqI5EyVPkQ
variant	رول الكيك بالتفاح	حلويات غربية	السويسرول بالمربى والكريمة	add-080	رول كيك بالتفاح	1	https://www.youtube.com/watch?v=GL7PPWJOhJY
variant	سويسرول الشيكولاتة	حلويات غربية	السويسرول بالمربى والكريمة	add-080	سويسرول بالشيكولاتة	1	https://www.youtube.com/watch?v=8JsvTjkIleo
variant	صوص كريمي	حلويات غربية	السينابون بالقرفة	add-005	صوص كريمي لتغطية كيك السينابون	1	https://www.youtube.com/watch?v=9GXWPhM_5J8
variant	فادج كيك الشيكولاتة	حلويات غربية	كيكة الشيكولاتة	des-89	فادج كيك الشيكولاتة	1	https://www.youtube.com/watch?v=p8jBLXjnU8w
variant	فرينش توست بالبودينج	حلويات غربية	التوست بالفانيليا	des-16	فرينش توست بالبودنج	1	https://www.youtube.com/watch?v=q0pVKN0kmzc
variant	قطعة أكلير	حلويات غربية	البروفترول	des-104	الإكلير	1	https://www.youtube.com/watch?v=02EbmBLwOLY
variant	كب كيك طبقات الشيكولاتة	حلويات غربية	الكب كيك الاقتصادي الهش	add-082	كب كيك بطبقات الشيكولاتة	1	https://www.youtube.com/watch?v=3KG4prXvOXM
variant	كيك التوفي	حلويات غربية	الكيكة	des-83	كيك التوفي	1	https://www.youtube.com/watch?v=Iak86JRRYTM
variant	كيك الحليب بالمانجا	حلويات غربية	كيكة التريليتشا التركية (الحليب الثلاثة)	add-142	كيك الحليب بالمانجو	1	https://www.youtube.com/watch?v=3aDKwA4w8aM
variant	كيك الخلاط بصوص الشيكولاتة	حلويات غربية	كيكة الشيكولاتة	des-89	كيك شيكولاتة في الخلاط بالصوص	1	https://www.youtube.com/watch?v=BQW0AU8N1_o
variant	كيك السينابون	حلويات غربية	السينابون بالقرفة	add-005	كيكة بطعم السينابون	4	https://www.youtube.com/watch?v=b5CDCb5llxc
variant	كيك الشيكولاتة الطينية	حلويات غربية	كيكة الشيكولاتة	des-89	كيكة الشيكولاتة الطينية	1	https://www.youtube.com/watch?v=EUZMaPn52EU
variant	كيك الشيكولاتة بدون بيض بالصوص	حلويات غربية	كيكة الشيكولاتة	des-89	كيكة شيكولاتة بدون بيض بالصوص	1	https://www.youtube.com/watch?v=eVScMk9--oo
variant	كيك العشر دقايق	حلويات غربية	الكيكة	des-83	كيك سريع في عشر دقائق	1	https://www.youtube.com/watch?v=XQBMUWsvEyQ
variant	كيك الكريم كراميل البارد	حلويات غربية	كيكة الكراميل (قدرة قادر)	des-93	كيك الكريم كراميل البارد بدون فرن	1	https://www.youtube.com/watch?v=E6f3st5H1ho
variant	كيك الميه الهش	حلويات غربية	الكيكة	des-83	كيك هش بالماء بدل اللبن	1	https://www.youtube.com/watch?v=Gs9QeyLXRwc
variant	كيك بدون فرن	حلويات غربية	الكيكة	des-83	كيك بدون فرن	1	https://www.youtube.com/watch?v=fJ79EleGijg
variant	كيك بصوص التوفي	حلويات غربية	الكيكة	des-83	كيك بصوص التوفي	1	https://www.youtube.com/watch?v=O7YIAZio-rE
variant	كيك غرقان في صوص شوكولاتة	حلويات غربية	كيكة الشيكولاتة	des-89	كيك مغموس في صوص الشوكولاتة	1	https://www.youtube.com/watch?v=4firLHmBQBw
variant	كيكة البرتقال بالبرتقال المكرمل	حلويات غربية	كيكة البرتقال	des-92	كيكة البرتقال بشرائح البرتقال المكرمل	1	https://www.youtube.com/watch?v=ZiK6shDeF8Q
variant	كيكة الجيلي بالمانجا	حلويات غربية	تورته الجيلي	des-103	كيكة بالجيلي والمانجو	1	https://www.youtube.com/watch?v=u5FTqbtbrlY
variant	كيكة الزبادي	حلويات غربية	الكيكة	des-83	كيكة بالزبادي	1	https://www.youtube.com/watch?v=U0oupbHXv6s
variant	كيكة الشيكولاتة والقهوة بدون فرن	حلويات غربية	كيكة الشيكولاتة	des-89	كيكة شيكولاتة وقهوة بدون فرن	1	https://www.youtube.com/watch?v=9iKv65g2uDs
variant	كيكة العشر دقايق بدون فرن	حلويات غربية	الكيكة	des-83	كيك سريع بدون فرن	1	https://www.youtube.com/watch?v=l3gY00Maj3k
variant	كيكة النشا	حلويات غربية	الكيكة	des-83	كيكة بالنشا	1	https://www.youtube.com/watch?v=jYVHrn7ULko
variant	كيكة اليوسفي	حلويات غربية	كيكة البرتقال	des-92	كيكة اليوسفي	1	https://www.youtube.com/watch?v=aKb6mLgbh60
variant	كيكة ببيضة واحدة	حلويات غربية	الكيكة	des-83	كيكة ببيضة واحدة	1	https://www.youtube.com/watch?v=a7ISB2wgQdI
variant	ماربل كيك	حلويات غربية	الكيكة	des-83	كيكة رخامية	1	https://www.youtube.com/watch?v=z4hCDjeosvQ
variant	برجر البطاطس	خضروات	هامبورجر الخضروات	veg-51	برجر بطاطس بدل خليط الخضار	1	https://www.youtube.com/watch?v=DfzgnXLllK8
variant	بطاطس بالتحبيشة	خضروات	سوتيه البطاطس	veg-37	بطاطس مشوحة بالتحبيشة	1	https://www.youtube.com/watch?v=UZE1SCtBG_4
variant	بطاطس بالطشة	خضروات	صلصة البطاطس بالثوم	veg-40	بطاطس بطشة الثوم والكزبرة	1	https://www.youtube.com/watch?v=v7W3WubRzxc
variant	بطاطس محمرة بدون زيت	خضروات	البطاطس المحمرة الصحيحة	osool-533	بطاطس محمرة في القلاية الهوائية	1	https://www.youtube.com/watch?v=RYUHoWqZ_g0
variant	بطاطس مكعبات	خضروات	سوتيه البطاطس	veg-37	مكعبات بطاطس متبلة	1	https://www.youtube.com/watch?v=FzUKukicAME
variant	بطاطس نصف مقلية للتفريز	خضروات	البطاطس المحمرة الصحيحة	osool-533	بطاطس نصف مقلية للتفريز	1	https://www.youtube.com/watch?v=0MyN87i93t4
variant	سبانخ باللسان عصفور	خضروات	السبانخ المكمورة بالشبت والأرز	osool-541	سبانخ بلسان العصفور بدل الأرز	1	https://www.youtube.com/watch?v=muqTy4lr998
variant	طاجن تورلي بالبصل المكرمل	خضروات	الترلي	veg-34	ترلي بالبصل المكرمل	1	https://www.youtube.com/watch?v=NPFo67-6wk0
variant	طاسة البطاطس المتبلة	خضروات	البطاطس الودجز المتبلة	add-221	بطاطس متبلة في الطاسة	1	https://www.youtube.com/watch?v=_LCOrpii2A0
variant	كبيبة البطاطس	خضروات	كبة البطاطس بالصينية	add-219	كبيبة بطاطس مقلية	1	https://www.youtube.com/watch?v=ZkA6q7YW4xI
variant	مسقعة بدون زيت	خضروات	المسقعة بدون عصاج	veg-22	مسقعة بدون قلي	1	https://www.youtube.com/watch?v=8oPxubSj_b8
variant	مقرمشات البطاطس	خضروات	بطاطس شيبسي	veg-49	مقرمشات بطاطس	1	https://www.youtube.com/watch?v=CcattCWzMx4
variant	تومية حارة	سلطات	سلطة الثومية	salad-09	ثومية حارة	1	https://www.youtube.com/watch?v=OeQLgpXcYgk
variant	سلطة الحاتي	سلطات	Egyptian Chopped Salad (Salata Baladi)	ec-329	سلطة الحاتي	1	https://www.youtube.com/watch?v=ppiqO9UAFAg
variant	شوربة المكرونة	شوربات وحساء	شوربة الشعرية أو لسان العصفور	soup-03	شوربة بالمكرونة الصغيرة	1	https://www.youtube.com/watch?v=w7qnXMoPATQ
variant	شوربة لسان العصفور بالخضار والفراخ	شوربات وحساء	شوربة الشعرية أو لسان العصفور	soup-03	شوربة لسان العصفور بالخضار والدجاج	1	https://www.youtube.com/watch?v=NvqLmzljUEY
variant	بسكويت السعادة	فطائر حلوة	البتي فور	des-81	بسكويت العيد الهش	1	https://www.youtube.com/watch?v=FVYdSWNsrko
variant	بنز الشيكولاتة	فطائر حلوة	السينابون بالقرفة	add-005	لفائف عجينة خميرة حلوة بالشيكولاتة	1	https://www.youtube.com/watch?v=xiFrg88yqp4
variant	رقاق العيد	فطائر حلوة	الرقاقة الحلوة	des-12	رقاق حلو للعيد	1	https://www.youtube.com/watch?v=1ApQj1hBC-o
variant	سينابون بالعيش الفينو	فطائر حلوة	السينابون بالقرفة	add-005	سينابون من العيش الفينو بدل العجين	1	https://www.youtube.com/watch?v=DaGs61kQ_bc
variant	غريبة البستاشيو	فطائر حلوة	الغريِبة	des-70	غريبة بالفستق	1	https://www.youtube.com/watch?v=Qf5cgqIBvQc
variant	فطير شرقي	فطائر حلوة	الفطير المشلتت المورق	add-034	فطير شرقي مورق	2	https://www.youtube.com/watch?v=eruQZsWaq4U
variant	فطير مطبق حلو	فطائر حلوة	الفطير المشلتت المورق	add-034	فطير مطبق بحشوة حلوة	1	https://www.youtube.com/watch?v=pHRIUuCjM80
variant	فطيرة الكاسترد بدون فرن	فطائر حلوة	فطيرة الجلاش بالكريمة	des-09	فطيرة بالكاسترد بدون فرن	1	https://www.youtube.com/watch?v=rrzxhqArGmU
variant	فطيرة شرقي	فطائر حلوة	الفطير المشلتت المورق	add-034	فطير شرقي	1	https://www.youtube.com/watch?v=dWaz0pr6PBQ
variant	كرات السينابون	فطائر حلوة	السينابون بالقرفة	add-005	كرات السينابون	1	https://www.youtube.com/watch?v=iJW5HrKYkFs
variant	أقراص الدجاج	لحوم وطيور	كفتة الدجاج	meat-32	أقراص دجاج مفروم مقلية	1	https://www.youtube.com/watch?v=Ot2cTyFOhCU
variant	الكبيبة الغمراوي	لحوم وطيور	كفتة اللحم بالأرز	meat-34	الكبيبة الغمراوي قريبة من كفتة الأرز لكن مختلفة	1	https://www.youtube.com/watch?v=HPMa3h8nY9k
variant	بفتيك كداب	لحوم وطيور	بفتيك اللحم المفري بحلقات البصل	osool-142	بفتيك من اللحم المفروم بدل الشرائح المدقوقة	1	https://www.youtube.com/watch?v=sfBfjNF1FcM
variant	دبابيس الفراخ بصوص البافلو	لحوم وطيور	دبابيس الدجاج بالزبادي والكاتشب	add-068	دبابيس دجاج بصوص البافلو	1	https://www.youtube.com/watch?v=PO7I6gNbkDY
variant	دبابيس بالرز في حلة واحدة	لحوم وطيور	الدجاج المسبك بالخضار مع الأرز	osool-208	دبابيس دجاج مطبوخة مع الأرز في حلة واحدة	1	https://www.youtube.com/watch?v=pBZvSY5LU4w
variant	دبابيس فراخ	لحوم وطيور	دبابيس الدجاج بالزبادي والكاتشب	add-068	دبابيس دجاج مقلية	1	https://www.youtube.com/watch?v=rdZCxlUJOW8
variant	شرائح الفلتو بالصوص البني	لحوم وطيور	شرائح اللحم بالصلصة	meat-16	شرائح الفيليه بالصوص البني	1	https://www.youtube.com/watch?v=gbwFtcrxGsE
variant	صدور رومي مشوية	لحوم وطيور	الديك الرومي	meat-57	صدور ديك رومي مشوية	1	https://www.youtube.com/watch?v=Pg7T-WV4tn8
variant	صدور فراخ بالذرة	لحوم وطيور	صدور الدجاج بالصوص	meat-19	صدور دجاج بالذرة والخضار	1	https://www.youtube.com/watch?v=_8GjnfDHlrY
